,gender,ethnicity,parent_ed,lunch,test_prep,math_score,reading_score,writing_score,prep_course,free_lunch,male,eth_B,eth_C,eth_D,eth_E,ped_shs,ped_hs,ped_sc,ped_ad,ped_md
769,male,group A,some college,free/reduced,none,58,60,57,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
770,male,group B,high school,standard,none,52,48,49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
771,male,group D,bachelor's degree,standard,none,75,73,74,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
772,female,group B,some high school,free/reduced,completed,52,67,72,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
773,female,group C,bachelor's degree,free/reduced,none,62,78,79,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,male,group B,some college,standard,none,66,65,60,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
775,female,group B,some high school,free/reduced,none,49,58,55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
776,female,group B,high school,standard,none,66,72,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
777,female,group C,some college,free/reduced,none,35,44,43,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
778,female,group A,some college,standard,completed,72,79,82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
779,male,group E,associate's degree,standard,completed,94,85,82,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
780,female,group D,associate's degree,free/reduced,none,46,56,57,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
781,female,group B,master's degree,standard,none,77,90,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
782,female,group B,high school,free/reduced,completed,76,85,82,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
783,female,group C,associate's degree,standard,completed,52,59,62,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
784,male,group C,bachelor's degree,standard,completed,91,81,79,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,female,group B,some high school,standard,completed,32,51,44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
786,female,group E,some high school,free/reduced,none,72,79,77,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
787,female,group B,some college,standard,none,19,38,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
788,male,group C,associate's degree,free/reduced,none,68,65,61,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
789,female,group C,master's degree,free/reduced,none,52,65,61,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
790,female,group B,high school,standard,none,48,62,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
791,female,group D,some college,free/reduced,none,60,66,70,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
792,male,group D,high school,free/reduced,none,66,74,69,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
793,male,group E,some high school,standard,completed,89,84,77,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
794,female,group B,high school,standard,none,42,52,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
795,female,group E,associate's degree,free/reduced,completed,57,68,73,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
796,male,group D,high school,standard,none,70,70,70,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
797,female,group E,associate's degree,free/reduced,none,70,84,81,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
798,male,group E,some college,standard,none,69,60,54,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
799,female,group C,associate's degree,standard,none,52,55,57,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
800,male,group C,some high school,standard,completed,67,73,68,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
801,male,group C,some high school,standard,completed,76,80,73,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
802,female,group E,associate's degree,standard,none,87,94,95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
803,female,group B,some college,standard,none,82,85,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
804,female,group C,some college,standard,none,73,76,78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
805,male,group A,some college,free/reduced,none,75,81,74,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
806,female,group D,some college,free/reduced,none,64,74,75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
807,female,group E,high school,free/reduced,none,41,45,40,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
808,male,group C,high school,standard,none,90,75,69,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
809,male,group B,bachelor's degree,standard,none,59,54,51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,male,group A,some high school,standard,none,51,31,36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
811,male,group A,high school,free/reduced,none,45,47,49,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
812,female,group C,master's degree,standard,completed,54,64,67,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
813,male,group E,some high school,standard,completed,87,84,76,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
814,female,group C,high school,standard,none,72,80,83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
815,male,group B,some high school,standard,completed,94,86,87,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
816,female,group A,bachelor's degree,standard,none,45,59,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,male,group D,bachelor's degree,free/reduced,completed,61,70,76,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
818,female,group B,high school,free/reduced,none,60,72,68,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
819,female,group C,some high school,standard,none,77,91,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
820,female,group A,some high school,standard,completed,85,90,92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
821,female,group D,bachelor's degree,free/reduced,none,78,90,93,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822,male,group E,some college,free/reduced,completed,49,52,51,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
823,female,group B,high school,free/reduced,none,71,87,82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
824,female,group C,some high school,free/reduced,none,48,58,52,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
825,male,group C,high school,standard,none,62,67,58,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
826,female,group C,associate's degree,free/reduced,completed,56,68,70,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
827,female,group C,some high school,standard,none,65,69,76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
828,female,group D,some high school,free/reduced,completed,69,86,81,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
829,male,group B,some high school,standard,none,68,54,53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
830,female,group A,some college,free/reduced,none,61,60,57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
831,female,group C,bachelor's degree,free/reduced,completed,74,86,89,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,male,group A,bachelor's degree,standard,none,64,60,58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,female,group B,high school,standard,completed,77,82,89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
834,male,group B,some college,standard,none,58,50,45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
835,female,group C,high school,standard,completed,60,64,74,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
836,male,group E,high school,standard,none,73,64,57,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
837,female,group A,high school,standard,completed,75,82,79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
838,male,group B,associate's degree,free/reduced,completed,58,57,53,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
839,female,group C,associate's degree,standard,none,66,77,73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
840,female,group D,high school,free/reduced,none,39,52,46,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
841,male,group C,some high school,standard,none,64,58,51,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
842,female,group B,high school,free/reduced,completed,23,44,36,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
843,male,group B,some college,free/reduced,completed,74,77,76,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
844,female,group D,some high school,free/reduced,completed,40,65,64,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
845,male,group E,master's degree,standard,none,90,85,84,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
846,male,group C,master's degree,standard,completed,91,85,85,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
847,male,group D,high school,standard,none,64,54,50,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
848,female,group C,high school,standard,none,59,72,68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
849,male,group D,associate's degree,standard,none,80,75,69,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
850,male,group C,master's degree,standard,none,71,67,67,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
851,female,group A,high school,standard,none,61,68,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
852,female,group E,some college,standard,none,87,85,93,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
853,male,group E,some high school,standard,none,82,67,61,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
854,male,group C,some high school,standard,none,62,64,55,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
855,female,group B,bachelor's degree,standard,none,97,97,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,male,group B,some college,free/reduced,none,75,68,65,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
857,female,group C,bachelor's degree,standard,none,65,79,81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,male,group B,high school,standard,completed,52,49,46,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
859,male,group C,associate's degree,free/reduced,none,87,73,72,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
860,female,group C,associate's degree,standard,none,53,62,53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
861,female,group E,master's degree,free/reduced,none,81,86,87,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
862,male,group D,bachelor's degree,free/reduced,completed,39,42,38,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
863,female,group C,some college,standard,completed,71,71,80,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
864,male,group C,associate's degree,standard,none,97,93,91,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
865,male,group D,some college,standard,completed,82,82,88,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
866,male,group C,high school,free/reduced,none,59,53,52,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
867,male,group B,associate's degree,standard,none,61,42,41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
868,male,group E,associate's degree,free/reduced,completed,78,74,72,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
869,male,group C,associate's degree,free/reduced,none,49,51,51,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
870,male,group B,high school,standard,none,59,58,47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
871,female,group C,some college,standard,completed,70,72,76,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
872,male,group B,associate's degree,standard,completed,82,84,78,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
873,male,group E,associate's degree,free/reduced,none,90,90,82,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
874,female,group C,bachelor's degree,free/reduced,none,43,62,61,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,male,group C,some college,free/reduced,none,80,64,66,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
876,male,group D,some college,standard,none,81,82,84,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
877,male,group C,some high school,standard,none,57,61,54,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
878,female,group D,some high school,standard,none,59,72,80,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
879,female,group D,associate's degree,standard,none,64,76,74,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
880,male,group C,bachelor's degree,standard,completed,63,64,66,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,female,group E,bachelor's degree,standard,completed,71,70,70,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
882,female,group B,high school,free/reduced,none,64,73,71,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
883,male,group D,bachelor's degree,free/reduced,none,55,46,44,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
884,female,group E,associate's degree,standard,none,51,51,54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
885,female,group C,associate's degree,standard,completed,62,76,80,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
886,female,group E,associate's degree,standard,completed,93,100,95,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
887,male,group C,high school,free/reduced,none,54,72,59,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
888,female,group D,some college,free/reduced,none,69,65,74,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
889,male,group D,high school,free/reduced,none,44,51,48,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
890,female,group E,some college,standard,completed,86,85,91,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
891,female,group E,associate's degree,standard,none,85,92,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
892,female,group A,master's degree,free/reduced,none,50,67,73,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
893,male,group D,some high school,standard,completed,88,74,75,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
894,female,group E,associate's degree,standard,none,59,62,69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
895,female,group E,some high school,free/reduced,none,32,34,38,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
896,male,group B,high school,free/reduced,none,36,29,27,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
897,female,group B,some high school,free/reduced,completed,63,78,79,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
898,male,group D,associate's degree,standard,completed,67,54,63,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
899,female,group D,some high school,standard,completed,65,78,82,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
900,male,group D,master's degree,standard,none,85,84,89,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
901,female,group C,master's degree,standard,none,73,78,74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
902,female,group A,high school,free/reduced,completed,34,48,41,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
903,female,group D,bachelor's degree,free/reduced,completed,93,100,100,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
904,female,group D,some high school,free/reduced,none,67,84,84,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
905,male,group D,some college,standard,none,88,77,77,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
906,male,group B,high school,standard,none,57,48,51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
907,female,group D,some college,standard,completed,79,84,91,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
908,female,group C,bachelor's degree,free/reduced,none,67,75,72,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,male,group E,bachelor's degree,standard,completed,70,64,70,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
910,male,group D,bachelor's degree,free/reduced,none,50,42,48,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
911,female,group A,some college,standard,none,69,84,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
912,female,group C,bachelor's degree,standard,completed,52,61,66,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,female,group C,bachelor's degree,free/reduced,completed,47,62,66,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,female,group B,associate's degree,free/reduced,none,46,61,55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
915,female,group E,some college,standard,none,68,70,66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
916,male,group E,bachelor's degree,standard,completed,100,100,100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
917,female,group C,high school,standard,none,44,61,52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
918,female,group C,associate's degree,standard,completed,57,77,80,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
919,male,group B,some college,standard,completed,91,96,91,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
920,male,group D,high school,free/reduced,none,69,70,67,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
921,female,group C,high school,free/reduced,none,35,53,46,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
922,male,group D,high school,standard,none,72,66,66,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
923,female,group B,associate's degree,free/reduced,none,54,65,65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
924,male,group D,high school,free/reduced,none,74,70,69,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
925,male,group E,some high school,standard,completed,74,64,60,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
926,male,group E,associate's degree,free/reduced,none,64,56,52,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
927,female,group D,high school,free/reduced,completed,65,61,71,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
928,male,group E,associate's degree,free/reduced,completed,46,43,44,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
929,female,group C,some high school,free/reduced,none,48,56,51,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
930,male,group C,some college,free/reduced,completed,67,74,70,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
931,male,group D,some college,free/reduced,none,62,57,62,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
932,male,group D,associate's degree,free/reduced,completed,61,71,73,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
933,male,group C,bachelor's degree,free/reduced,completed,70,75,74,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934,male,group C,associate's degree,standard,completed,98,87,90,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
935,male,group D,some college,free/reduced,none,70,63,58,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
936,male,group A,associate's degree,standard,none,67,57,53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
937,female,group E,high school,free/reduced,none,57,58,57,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
938,male,group D,some college,standard,completed,85,81,85,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
939,male,group D,some high school,standard,completed,77,68,69,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
940,male,group C,master's degree,free/reduced,completed,72,66,72,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
941,female,group D,master's degree,standard,none,78,91,96,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
942,male,group C,high school,standard,none,81,66,64,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
943,male,group A,some high school,free/reduced,completed,61,62,61,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
944,female,group B,high school,standard,none,58,68,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
945,female,group C,associate's degree,standard,none,54,61,58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
946,male,group B,high school,standard,none,82,82,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
947,female,group D,some college,free/reduced,none,49,58,60,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
948,male,group B,some high school,free/reduced,completed,49,50,52,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
949,female,group E,high school,free/reduced,completed,57,75,73,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
950,male,group E,high school,standard,none,94,73,71,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
951,female,group D,some college,standard,completed,75,77,83,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
952,female,group E,some high school,free/reduced,none,74,74,72,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
953,male,group C,high school,standard,completed,58,52,54,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
954,female,group C,some college,standard,none,62,69,69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
955,male,group E,associate's degree,standard,none,72,57,62,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
956,male,group C,some college,standard,none,84,87,81,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
957,female,group D,master's degree,standard,none,92,100,100,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
958,female,group D,high school,standard,none,45,63,59,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
959,male,group C,high school,standard,none,75,81,71,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
960,female,group A,some college,standard,none,56,58,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
